experiment,order,top-variants,set-up,fitness,precision,f-measure,time,ext_cardoso
65,MIN,10,NFL NFR D,0.8088221548865809,0.1309189597505669,0.2248232236022213,623.625,"[30, 12, 15, 12, 15, 12, 15, 12, 15, 6, 9, 25]"
66,MIN,10,NFL NFR S,0.8626402891867516,0.1413731334509111,0.2428186007492111,803.515625,[30]
67,MIN,10,NFL UFR D,0.8088221548865809,0.1309189597505669,0.2248232236022213,688.828125,"[36, 20, 9, 12, 9, 20, 15, 16, 15, 11, 9, 12]"
68,MIN,10,NFL UFR S,0.8626402891867516,0.1413731334509111,0.2428186007492111,831.765625,[36]
69,MIN,10,UFL NFR D,0.6357052953474742,0.4066563657407408,0.4534555067038882,426.875,"[15, 8, 16, 8, 16, 11, 18, 10, 18, 6, 14, 7]"
70,MIN,10,UFL NFR S,0.6685037212681704,0.178758792989418,0.2812886645880036,537.90625,[20]
71,MIN,10,UFL UFR D,0.4716335720937666,1.0,0.5962722869501065,277.453125,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
72,MIN,10,UFL UFR S,0.4716335720937666,1.0,0.5962722869501065,260.5,[3]
73,MIN,15,NFL NFR D,0.8640458030878764,0.1041545273088659,0.1856869833379744,841.625,"[9, 12, 9, 37, 34, 37, 16, 6, 19, 12]"
74,MIN,15,NFL NFR S,0.8642177426184562,0.0943141925427111,0.1700148067392694,640.25,[9]
75,MIN,15,NFL UFR D,0.8640458030878764,0.1041545273088659,0.1856869833379744,879.1875,"[30, 46, 30, 29, 44, 47, 16, 9, 12, 12]"
76,MIN,15,NFL UFR S,0.8642177426184562,0.0943141925427111,0.1700148067392694,1032.140625,[30]
77,MIN,15,UFL NFR D,0.7243147594761227,0.1570527313345091,0.2490385401564837,690.5,"[8, 21, 8, 19, 15, 20, 32, 28, 24, 9]"
78,MIN,15,UFL NFR S,0.7087679964823901,0.6933861111111111,0.6708179880503803,356.484375,[8]
79,MIN,15,UFL UFR D,0.4716335720937666,1.0,0.5962722869501065,279.625,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
80,MIN,15,UFL UFR S,0.4716335720937666,1.0,0.5962722869501065,262.828125,[3]
