n°_evaluation,fitness,precision,f-measure,static_fitness,static_precision,static_f-measure
208,0.14893617021276595,0.5,0.22950819672131148,0.14893617021276595,0.5,0.22950819672131148
209,0.5833333333333333,0.4,0.47457627118644063,0.5833333333333333,0.4,0.47457627118644063
210,0.11111111111111116,0.4,0.17391304347826092,0.11111111111111116,0.4,0.17391304347826092
211,0.0847457627118644,0.25,0.12658227848101267,0.0847457627118644,0.25,0.12658227848101267
212,0.16666666666666663,0.4,0.23529411764705876,0.16666666666666663,0.4,0.23529411764705876
213,0.15909090909090906,0.4,0.22764227642276422,0.15909090909090906,0.4,0.22764227642276422
214,0.13157894736842102,0.4,0.19801980198019797,0.13157894736842102,0.4,0.19801980198019797
215,0.16666666666666663,0.4,0.23529411764705876,0.16666666666666663,0.4,0.23529411764705876
216,0.11363636363636365,0.25,0.15625,0.11363636363636365,0.25,0.15625
217,0.1063829787234043,0.25,0.14925373134328362,0.1063829787234043,0.25,0.14925373134328362
218,0.10526315789473684,0.75,0.1846153846153846,0.10526315789473684,0.75,0.1846153846153846
219,0.06578947368421051,0.4,0.11299435028248585,0.06578947368421051,0.4,0.11299435028248585
220,0.14893617021276595,0.4,0.21705426356589147,0.14893617021276595,0.4,0.21705426356589147
221,0.17948717948717952,0.4,0.24778761061946902,0.17948717948717952,0.4,0.24778761061946902
222,0.5384615384615384,0.4,0.45901639344262296,0.5384615384615384,0.4,0.45901639344262296
223,0.16279069767441856,0.5714285714285714,0.253393665158371,0.16279069767441856,0.5714285714285714,0.253393665158371
224,0.11363636363636365,0.4,0.1769911504424779,0.11363636363636365,0.4,0.1769911504424779
225,0.15909090909090906,0.4,0.22764227642276422,0.15909090909090906,0.4,0.22764227642276422
226,0.15909090909090906,0.4,0.22764227642276422,0.15909090909090906,0.4,0.22764227642276422
227,0.16666666666666663,0.4,0.23529411764705876,0.16666666666666663,0.4,0.23529411764705876
228,0.16279069767441856,0.5,0.24561403508771926,0.16279069767441856,0.5,0.24561403508771926
229,0.15909090909090906,0.4,0.22764227642276422,0.15909090909090906,0.4,0.22764227642276422
230,0.5384615384615384,0.4,0.45901639344262296,0.5384615384615384,0.4,0.45901639344262296
231,0.16279069767441856,0.4,0.2314049586776859,0.16279069767441856,0.4,0.2314049586776859
232,0.16666666666666663,0.5,0.24999999999999994,0.16666666666666663,0.5,0.24999999999999994
233,0.11475409836065575,0.5,0.18666666666666668,0.11475409836065575,0.5,0.18666666666666668
234,0.15909090909090906,0.5,0.24137931034482754,0.15909090909090906,0.5,0.24137931034482754
235,0.16666666666666663,0.4,0.23529411764705876,0.16666666666666663,0.4,0.23529411764705876
236,0.11475409836065575,0.4,0.17834394904458603,0.11475409836065575,0.4,0.17834394904458603
237,0.17948717948717952,0.4,0.24778761061946902,0.17948717948717952,0.4,0.24778761061946902
238,0.19354838709677424,0.25,0.21818181818181823,0.19354838709677424,0.25,0.21818181818181823
239,0.08163265306122447,0.25,0.12307692307692306,0.08163265306122447,0.25,0.12307692307692306
240,0.08771929824561409,0.4,0.14388489208633098,0.08771929824561409,0.4,0.14388489208633098
241,0.11267605633802813,0.75,0.1959183673469387,0.11267605633802813,0.75,0.1959183673469387
242,0.12962962962962965,0.4,0.19580419580419584,0.12962962962962965,0.4,0.19580419580419584
243,0.18918918918918914,0.4,0.2568807339449541,0.18918918918918914,0.4,0.2568807339449541
244,0.16216216216216217,0.4,0.23076923076923078,0.16216216216216217,0.4,0.23076923076923078
245,0.15909090909090906,0.5714285714285714,0.24888888888888885,0.15909090909090906,0.5714285714285714,0.24888888888888885
246,0.16666666666666663,0.4,0.23529411764705876,0.16666666666666663,0.4,0.23529411764705876
247,0.14583333333333337,0.4,0.2137404580152672,0.14583333333333337,0.4,0.2137404580152672
248,0.17500000000000004,0.5,0.2592592592592593,0.17500000000000004,0.5,0.2592592592592593
249,0.4285714285714286,0.25,0.3157894736842105,0.4285714285714286,0.25,0.3157894736842105
250,0.16666666666666663,0.4,0.23529411764705876,0.16666666666666663,0.4,0.23529411764705876
251,0.1842105263157895,0.4,0.2522522522522523,0.1842105263157895,0.4,0.2522522522522523
252,0.12962962962962965,0.5714285714285714,0.21132075471698117,0.12962962962962965,0.5714285714285714,0.21132075471698117
253,0.1842105263157895,0.4,0.2522522522522523,0.1842105263157895,0.4,0.2522522522522523
254,0.15000000000000002,0.25,0.18750000000000003,0.15000000000000002,0.25,0.18750000000000003
255,0.35,0.4,0.3733333333333333,0.35,0.4,0.3733333333333333
256,0.07042253521126762,0.4,0.1197604790419162,0.07042253521126762,0.4,0.1197604790419162
257,0.15217391304347827,0.4,0.22047244094488191,0.15217391304347827,0.4,0.22047244094488191
258,0.1707317073170732,0.4,0.23931623931623935,0.1707317073170732,0.4,0.23931623931623935
259,0.15000000000000002,0.25,0.18750000000000003,0.15000000000000002,0.25,0.18750000000000003
260,0.15000000000000002,0.25,0.18750000000000003,0.15000000000000002,0.25,0.18750000000000003
261,0.21212121212121215,0.4,0.27722772277227725,0.21212121212121215,0.4,0.27722772277227725
262,0.14893617021276595,0.5714285714285714,0.23628691983122363,0.14893617021276595,0.5714285714285714,0.23628691983122363
263,0.07936507936507942,0.25,0.12048192771084343,0.07936507936507942,0.25,0.12048192771084343
264,0.28,0.4,0.3294117647058824,0.28,0.4,0.3294117647058824
265,0.16279069767441856,0.5,0.24561403508771926,0.16279069767441856,0.5,0.24561403508771926
266,0.24137931034482762,0.4,0.30107526881720437,0.24137931034482762,0.4,0.30107526881720437
267,0.15000000000000002,0.25,0.18750000000000003,0.15000000000000002,0.25,0.18750000000000003
268,0.1578947368421053,0.25,0.19354838709677422,0.1578947368421053,0.25,0.19354838709677422
269,0.14035087719298245,0.5714285714285714,0.22535211267605634,0.14035087719298245,0.5714285714285714,0.22535211267605634
270,0.8571428571428572,0.25,0.3870967741935484,0.8571428571428572,0.25,0.3870967741935484
271,0.17500000000000004,0.5714285714285714,0.2679425837320575,0.15000000000000002,0.25,0.18750000000000003
272,0.1166666666666667,0.5,0.18918918918918923,0.1166666666666667,0.5,0.18918918918918923
